crop,N,P,K,ph,rainfall,temperature,humidity
Other Kharif Pulses,28.26,44.12,25.16,7.42,982.41,29.48,61.19
Other Kharif Pulses,29.27,43.49,22.97,5.58,973.45,31.12,68.48
Other Kharif Pulses,23.15,46.11,29.2,6.51,753.58,29.68,62.24
Other Kharif Pulses,28.81,41.48,20.84,5.83,956.94,27.88,65.99
Other Kharif Pulses,27.37,49.03,28.67,6.7,789.54,25.18,68.03
Other Kharif Pulses,26.46,42.65,28.55,6.26,858.19,31.67,62.04
Other Kharif Pulses,23.78,49.53,24.95,7.15,998.51,29.82,65.67
Other Kharif Pulses,20.16,49.79,23.87,5.8,823.46,31.61,52.53
Other Kharif Pulses,24.63,50.0,22.63,6.46,958.28,34.59,58.45
Other Kharif Pulses,22.45,46.57,25.18,6.89,647.02,28.4,58.25
Other Kharif Pulses,22.37,47.07,20.87,6.91,980.25,31.97,53.53
Other Kharif Pulses,21.82,49.73,29.04,6.21,802.3,28.99,56.6
Other Kharif Pulses,20.13,44.09,21.25,6.4,779.39,26.67,58.63
Other Kharif Pulses,24.58,46.65,29.18,6.99,949.8,32.5,60.21
Other Kharif Pulses,23.27,44.1,21.44,7.11,912.54,30.15,65.39
Other Kharif Pulses,27.89,42.48,21.73,7.03,792.8,34.15,65.38
Other Kharif Pulses,20.38,44.55,23.67,5.91,882.77,33.02,57.14
Other Kharif Pulses,25.0,48.83,24.16,5.99,870.08,34.28,52.8
Other Kharif Pulses,26.16,40.46,20.11,6.81,679.35,28.03,62.79
Other Kharif Pulses,29.19,47.67,28.36,5.92,942.94,34.48,67.97
Other Kharif Pulses,29.04,40.08,25.91,6.55,799.72,32.71,51.75
Other Kharif Pulses,23.03,49.22,27.42,7.2,965.61,25.71,59.0
Other Kharif Pulses,28.21,49.63,25.77,7.14,773.59,28.53,69.82
Other Kharif Pulses,24.02,44.77,21.56,6.01,956.74,29.06,58.93
Other Kharif Pulses,23.18,40.84,25.98,5.98,632.72,25.36,65.7
Other Kharif Pulses,28.46,41.4,24.62,7.29,677.0,26.24,51.69
Other Kharif Pulses,24.93,48.42,23.17,6.67,842.55,33.75,66.56
Other Kharif Pulses,29.41,40.48,22.52,7.48,988.59,30.58,53.45
Other Kharif Pulses,25.29,48.44,28.46,7.19,919.87,25.17,54.81
Other Kharif Pulses,20.3,41.56,29.33,7.15,754.62,32.21,60.35
Other Kharif Pulses,25.82,49.43,24.63,7.08,895.12,26.5,58.86
Other Kharif Pulses,20.05,49.02,25.06,7.07,891.05,32.11,56.35
Other Kharif Pulses,24.12,46.23,26.82,7.45,951.17,34.97,65.76
Other Kharif Pulses,27.35,44.25,27.27,5.83,638.18,29.09,68.12
Other Kharif Pulses,20.39,42.03,24.29,6.89,915.13,32.9,57.79
Other Kharif Pulses,28.0,44.99,23.41,6.28,625.92,28.9,51.38
Other Kharif Pulses,21.84,47.11,20.98,7.39,665.48,34.46,50.39
Other Kharif Pulses,27.78,49.9,26.82,7.43,772.78,25.45,59.58
Other Kharif Pulses,25.18,49.1,27.96,5.82,820.42,25.76,65.84
Other Kharif Pulses,25.66,48.99,27.01,7.11,765.81,29.12,57.22
Other Kharif Pulses,26.49,45.99,26.59,5.66,747.75,27.78,66.48
Other Kharif Pulses,26.59,43.84,23.29,7.35,891.35,34.63,60.1
Other Kharif Pulses,27.23,46.03,25.45,6.91,941.44,25.87,59.89
Other Kharif Pulses,29.35,49.79,20.9,6.82,820.23,31.23,66.81
Other Kharif Pulses,28.18,43.22,29.11,5.51,722.89,32.95,57.27
Other Kharif Pulses,26.12,45.03,26.39,6.6,909.67,33.87,56.46
Other Kharif Pulses,27.22,41.94,22.11,7.38,983.77,31.91,65.61
Other Kharif Pulses,27.91,42.36,22.17,5.72,872.96,32.77,60.47
Other Kharif Pulses,20.29,49.74,29.89,7.01,947.8,33.71,64.59
Other Kharif Pulses,22.54,49.71,24.15,5.79,659.17,31.96,53.64
Other Kharif Pulses,25.61,43.5,20.99,6.84,966.52,29.3,63.24
Other Kharif Pulses,23.39,45.52,22.93,5.93,878.21,31.12,58.69
Other Kharif Pulses,23.74,48.27,20.8,5.99,888.19,29.23,65.13
Other Kharif Pulses,22.63,48.1,26.95,6.23,862.36,29.51,66.72
Other Kharif Pulses,22.38,43.28,20.76,7.11,619.26,32.98,66.81
Other Kharif Pulses,24.65,43.72,27.22,6.62,673.02,27.97,51.98
Other Kharif Pulses,20.48,40.6,22.25,6.56,836.93,29.06,51.23
Other Kharif Pulses,29.53,45.24,25.66,5.63,693.03,34.42,54.26
Other Kharif Pulses,25.22,41.83,28.8,6.02,901.43,29.25,54.18
Other Kharif Pulses,21.23,45.2,20.33,6.04,678.52,29.44,59.87
Other Kharif Pulses,23.2,44.75,20.54,6.58,911.48,31.27,59.14
Other Kharif Pulses,20.81,44.86,24.76,5.73,639.25,33.62,63.43
Other Kharif Pulses,27.36,40.78,24.01,7.4,843.43,34.26,63.35
Other Kharif Pulses,23.97,46.33,22.84,5.61,945.99,31.84,67.96
Other Kharif Pulses,25.02,46.75,28.96,7.11,630.75,31.22,55.69
Other Kharif Pulses,22.14,49.74,25.08,6.79,953.34,33.99,68.65
Other Kharif Pulses,27.77,43.11,26.52,6.11,963.19,25.0,62.26
Other Kharif Pulses,27.68,47.38,28.85,5.92,786.04,25.35,56.81
Other Kharif Pulses,23.6,40.53,21.93,5.64,736.07,27.32,66.73
Other Kharif Pulses,27.49,40.01,26.93,6.24,737.51,28.63,57.68
Other Kharif Pulses,26.03,41.85,22.06,7.33,650.9,27.01,50.39
Other Kharif Pulses,20.86,48.93,22.94,5.64,724.61,30.28,64.37
Other Kharif Pulses,20.25,40.65,21.97,5.64,729.38,32.25,68.5
Other Kharif Pulses,27.92,43.8,28.22,7.02,811.47,31.84,63.75
Other Kharif Pulses,21.17,41.27,21.0,7.28,767.82,29.39,66.72
Other Kharif Pulses,22.62,46.76,26.9,6.17,836.16,31.53,56.34
Other Kharif Pulses,29.41,47.53,23.44,5.78,905.34,27.52,60.93
Other Kharif Pulses,22.99,42.28,21.86,7.11,801.42,26.47,52.3
Other Kharif Pulses,25.47,47.96,28.56,6.14,770.64,34.9,50.41
Other Kharif Pulses,27.56,48.2,22.6,6.14,636.82,27.21,55.29
Other Kharif Pulses,20.08,48.08,20.86,7.09,621.05,28.89,67.73
Other Kharif Pulses,24.91,41.94,27.05,7.45,921.51,26.11,53.06
Other Kharif Pulses,29.22,49.89,28.78,7.03,682.64,30.75,51.59
Other Kharif Pulses,23.2,46.04,28.23,5.87,709.21,33.25,52.74
Other Kharif Pulses,26.63,40.02,29.48,7.02,990.54,33.32,54.21
Peas & Beans (Pulses),22.34,40.19,32.83,6.67,595.08,18.54,57.02
Peas & Beans (Pulses),24.15,43.07,36.33,6.55,527.21,24.79,66.9
Peas & Beans (Pulses),23.8,43.33,36.18,6.47,480.52,20.05,67.33
Peas & Beans (Pulses),22.54,48.41,36.35,6.56,597.5,16.47,54.65
Peas & Beans (Pulses),28.8,45.3,30.09,6.9,540.67,24.41,54.84
Peas & Beans (Pulses),28.47,46.45,36.11,6.4,789.87,20.54,65.44
Peas & Beans (Pulses),29.52,46.95,35.61,6.41,786.28,19.83,58.51
Peas & Beans (Pulses),20.78,40.3,31.01,6.46,618.99,17.43,67.3
Peas & Beans (Pulses),25.92,49.12,33.79,6.43,499.23,15.29,52.91
Peas & Beans (Pulses),20.96,41.28,32.49,6.44,649.14,20.16,65.3
Peas & Beans (Pulses),28.64,45.31,30.36,6.06,529.69,20.5,67.87
Peas & Beans (Pulses),29.92,40.98,32.05,6.51,544.65,18.13,59.55
Peas & Beans (Pulses),21.47,42.73,31.7,6.3,636.25,21.68,53.41
Peas & Beans (Pulses),23.32,48.9,39.95,6.68,775.36,23.44,56.04
Peas & Beans (Pulses),25.43,42.9,38.55,6.37,689.05,24.07,51.19
Peas & Beans (Pulses),20.84,44.75,38.32,7.43,527.17,17.69,69.24
Peas & Beans (Pulses),29.49,46.68,31.53,7.5,517.91,15.19,54.87
Peas & Beans (Pulses),25.22,47.93,37.21,7.39,780.7,21.0,60.83
Peas & Beans (Pulses),25.18,44.65,30.27,6.43,626.0,22.74,63.75
Peas & Beans (Pulses),28.98,46.25,37.95,7.22,708.22,24.88,52.78
Peas & Beans (Pulses),25.52,47.88,34.81,6.23,755.87,24.36,54.51
Peas & Beans (Pulses),29.02,45.14,35.94,6.22,479.12,24.49,68.99
Peas & Beans (Pulses),29.56,48.11,34.65,6.16,784.13,18.72,69.59
Peas & Beans (Pulses),20.54,43.78,34.28,6.55,729.43,23.06,65.81
Peas & Beans (Pulses),21.22,44.35,38.42,6.31,780.58,19.62,56.05
Peas & Beans (Pulses),20.1,41.85,33.28,6.52,725.73,22.95,55.52
Peas & Beans (Pulses),26.18,46.11,36.12,6.81,671.53,17.43,64.9
Peas & Beans (Pulses),24.33,44.43,35.65,7.27,529.42,17.68,62.14
Peas & Beans (Pulses),28.93,45.8,32.72,6.57,466.19,22.94,57.4
Peas & Beans (Pulses),26.65,41.73,31.44,6.12,434.95,18.04,55.84
Peas & Beans (Pulses),23.05,46.87,36.11,7.45,642.7,16.01,63.73
Peas & Beans (Pulses),29.19,42.09,30.83,6.86,543.87,18.11,60.6
Peas & Beans (Pulses),24.65,47.77,32.71,6.97,751.96,21.8,52.31
Peas & Beans (Pulses),22.62,42.29,31.98,6.06,569.93,17.28,65.02
Peas & Beans (Pulses),23.33,48.82,30.68,6.56,727.07,16.72,57.25
Peas & Beans (Pulses),20.86,45.38,38.74,7.46,685.63,16.29,67.26
Peas & Beans (Pulses),20.38,41.64,32.64,6.28,576.27,17.62,58.44
Peas & Beans (Pulses),28.18,46.12,36.24,6.27,553.37,23.85,61.09
Peas & Beans (Pulses),24.18,46.52,36.7,6.78,752.79,17.83,68.2
Peas & Beans (Pulses),28.39,47.77,35.06,6.69,553.66,23.54,66.14
Peas & Beans (Pulses),24.91,48.6,36.31,6.58,680.27,20.7,55.12
Peas & Beans (Pulses),26.84,42.4,34.08,7.17,763.43,15.98,64.3
Peas & Beans (Pulses),29.81,48.71,38.17,7.43,419.11,21.78,67.04
Peas & Beans (Pulses),20.06,40.5,31.14,6.93,736.09,17.79,60.96
Peas & Beans (Pulses),28.55,42.62,35.55,6.95,566.26,18.53,53.31
Peas & Beans (Pulses),23.56,43.8,37.26,6.86,511.48,20.81,54.15
Peas & Beans (Pulses),28.81,45.28,34.15,6.01,761.79,18.38,60.45
Peas & Beans (Pulses),29.19,42.72,35.19,6.99,584.92,23.5,68.41
Peas & Beans (Pulses),20.47,44.52,38.02,6.97,783.14,21.02,50.46
Peas & Beans (Pulses),27.36,48.71,31.18,6.29,709.3,23.33,67.27
Peas & Beans (Pulses),23.76,48.4,31.26,6.0,573.33,22.04,50.0
Peas & Beans (Pulses),26.52,44.57,35.18,7.22,653.3,24.92,50.89
Peas & Beans (Pulses),26.15,48.02,38.03,6.85,785.69,17.68,51.62
Peas & Beans (Pulses),25.22,41.6,36.64,6.67,571.43,17.74,57.9
Peas & Beans (Pulses),28.79,49.35,39.95,6.65,708.15,15.1,58.73
Peas & Beans (Pulses),24.14,45.11,34.4,6.62,772.0,18.82,60.21
Peas & Beans (Pulses),28.89,49.11,34.36,6.48,563.8,21.81,52.42
Peas & Beans (Pulses),29.01,43.76,38.85,7.15,431.17,15.59,63.52
Peas & Beans (Pulses),24.12,43.72,37.26,7.27,693.04,23.28,50.43
Peas & Beans (Pulses),23.16,43.04,37.61,7.1,423.45,17.03,57.45
Peas & Beans (Pulses),22.47,44.6,36.7,7.3,560.77,15.46,67.36
Peas & Beans (Pulses),29.13,49.23,34.13,6.54,400.6,18.44,60.09
Peas & Beans (Pulses),29.85,46.63,31.47,7.34,416.33,20.64,52.7
Peas & Beans (Pulses),28.29,45.0,31.06,6.8,611.05,16.48,66.61
Peas & Beans (Pulses),25.1,49.36,33.85,7.48,730.78,21.27,60.72
Peas & Beans (Pulses),22.0,41.42,34.52,6.16,672.92,19.02,62.66
Peas & Beans (Pulses),21.04,40.21,34.13,6.98,484.13,15.7,62.97
Peas & Beans (Pulses),21.12,43.36,32.16,7.48,697.61,21.49,55.1
Peas & Beans (Pulses),21.14,43.25,34.93,6.02,670.38,15.95,59.84
Peas & Beans (Pulses),21.64,49.58,38.82,6.91,634.85,19.82,56.35
Peas & Beans (Pulses),28.34,41.56,33.09,7.21,679.88,15.12,62.46
Peas & Beans (Pulses),21.11,46.36,37.84,6.51,454.12,18.23,69.16
Peas & Beans (Pulses),29.76,42.9,37.15,6.89,731.02,17.17,51.76
Peas & Beans (Pulses),26.0,48.92,34.51,6.71,595.62,17.05,60.83
Peas & Beans (Pulses),24.72,45.21,36.85,7.17,607.19,23.69,58.65
Peas & Beans (Pulses),24.93,43.1,35.1,6.33,586.18,23.87,60.69
Peas & Beans (Pulses),22.03,47.42,39.5,6.45,413.97,21.76,56.41
Peas & Beans (Pulses),29.11,48.55,37.83,7.33,787.97,15.82,69.92
Peas & Beans (Pulses),23.55,48.19,30.94,6.94,633.24,17.21,61.61
Peas & Beans (Pulses),20.56,47.98,32.25,6.47,574.45,18.51,54.78
Peas & Beans (Pulses),21.66,45.6,38.02,6.11,440.64,22.93,67.37
Peas & Beans (Pulses),21.61,45.18,36.9,6.39,574.67,21.11,55.17
Peas & Beans (Pulses),27.18,43.69,32.3,7.45,795.31,24.49,63.92
Peas & Beans (Pulses),23.52,42.69,34.85,6.58,711.21,21.78,51.88
Peas & Beans (Pulses),22.46,46.37,37.48,6.34,456.83,23.34,53.01
Peas & Beans (Pulses),29.47,41.21,35.4,6.32,615.5,17.34,61.56
Peas & Beans (Pulses),25.92,43.54,32.66,6.88,537.96,19.38,67.9
Peas & Beans (Pulses),26.69,43.03,38.82,7.25,418.07,22.55,68.85
Peas & Beans (Pulses),29.94,47.03,35.37,6.16,769.16,23.45,65.8
Peas & Beans (Pulses),29.12,43.99,35.31,7.02,738.65,21.12,50.87
Peas & Beans (Pulses),26.54,47.38,38.87,6.07,490.33,22.9,52.3
Peas & Beans (Pulses),20.99,47.93,39.89,6.42,735.5,23.08,64.37
Peas & Beans (Pulses),22.84,41.4,31.81,7.03,445.0,16.07,53.78
Peas & Beans (Pulses),25.24,42.51,37.91,6.45,702.33,20.87,53.65
Peas & Beans (Pulses),20.61,45.67,39.57,7.12,696.35,20.77,53.37
Peas & Beans (Pulses),21.65,46.29,34.06,7.33,449.16,20.18,69.56
Peas & Beans (Pulses),24.88,41.18,38.94,6.95,541.59,16.95,54.09
Peas & Beans (Pulses),20.24,43.83,32.52,7.15,508.24,20.77,65.03
Peas & Beans (Pulses),26.93,46.85,37.93,6.8,412.05,23.38,59.97
Peas & Beans (Pulses),29.91,48.4,36.34,6.3,658.66,22.29,54.41
Peas & Beans (Pulses),22.08,46.9,37.89,6.79,453.02,20.65,66.18
Peas & Beans (Pulses),24.51,40.8,35.29,6.6,603.05,24.46,68.97
Peas & Beans (Pulses),24.68,45.8,38.49,6.68,693.43,24.57,65.48
Peas & Beans (Pulses),25.46,45.26,32.39,6.59,609.36,17.54,69.96
Peas & Beans (Pulses),25.08,42.08,37.96,6.76,763.33,20.83,51.53
Peas & Beans (Pulses),26.52,49.87,33.15,7.09,760.67,20.18,60.97
Peas & Beans (Pulses),28.26,44.5,31.64,7.31,752.97,17.19,54.84
Peas & Beans (Pulses),23.93,40.26,31.68,6.44,590.55,18.27,57.3
Peas & Beans (Pulses),25.93,43.64,33.91,7.1,605.62,15.3,53.73
Peas & Beans (Pulses),25.29,46.25,31.7,6.76,524.56,19.05,54.65
Peas & Beans (Pulses),25.96,40.04,32.42,7.16,713.96,16.58,58.53
Peas & Beans (Pulses),21.43,43.64,32.06,7.1,561.93,17.12,62.67
Peas & Beans (Pulses),23.54,47.05,39.71,6.37,711.55,21.76,68.46
Peas & Beans (Pulses),27.05,42.68,35.64,6.47,654.67,15.06,62.61
Peas & Beans (Pulses),28.94,46.19,34.53,7.29,457.97,18.67,53.62
Peas & Beans (Pulses),28.04,42.96,34.49,7.17,725.06,21.68,61.83
Peas & Beans (Pulses),28.39,42.91,38.97,6.36,736.63,22.71,64.57
Peas & Beans (Pulses),28.65,45.62,34.32,6.99,569.99,21.85,53.48
Peas & Beans (Pulses),22.9,49.99,32.16,6.43,710.33,16.12,69.01
Peas & Beans (Pulses),21.33,41.57,36.5,6.89,481.15,15.45,55.21
Peas & Beans (Pulses),22.48,41.12,32.55,6.28,718.69,22.81,62.45
Peas & Beans (Pulses),25.97,47.69,31.43,6.3,675.04,24.78,53.86
Peas & Beans (Pulses),23.19,48.62,32.71,6.84,677.28,23.93,62.32
Peas & Beans (Pulses),28.19,49.63,35.82,6.65,684.2,24.5,57.06
Peas & Beans (Pulses),27.48,47.5,30.4,7.18,684.83,15.91,57.47
Peas & Beans (Pulses),22.84,45.19,38.32,6.83,553.92,21.91,68.44
Peas & Beans (Pulses),26.16,43.05,31.84,6.4,404.57,23.89,60.97
Peas & Beans (Pulses),28.97,47.32,35.23,6.75,591.46,17.3,50.16
Peas & Beans (Pulses),22.59,46.11,32.61,7.47,543.71,21.58,67.2
Peas & Beans (Pulses),24.03,44.97,38.17,7.35,706.24,15.65,58.57
Peas & Beans (Pulses),28.18,45.25,33.17,6.31,575.28,17.03,53.9
Peas & Beans (Pulses),26.86,47.84,33.86,6.5,562.66,23.29,53.13
Peas & Beans (Pulses),24.25,45.74,36.9,6.59,457.27,24.13,65.06
Peas & Beans (Pulses),23.85,46.92,38.43,6.76,406.62,18.66,63.69
Peas & Beans (Pulses),25.24,46.41,34.56,6.63,476.8,19.55,61.01
Peas & Beans (Pulses),23.17,43.83,30.96,6.58,704.5,24.07,53.91
Peas & Beans (Pulses),24.74,46.36,38.2,7.1,448.62,18.74,60.49
Peas & Beans (Pulses),22.81,48.73,32.35,7.21,681.77,16.04,55.79
Peas & Beans (Pulses),22.91,45.83,35.91,7.32,710.68,23.54,53.61
Peas & Beans (Pulses),24.72,42.6,32.55,6.99,696.27,18.21,63.95
Peas & Beans (Pulses),24.81,45.37,39.97,7.02,469.97,17.03,51.32
Peas & Beans (Pulses),26.81,44.86,38.84,6.36,692.15,16.68,57.11
Peas & Beans (Pulses),28.4,40.07,35.06,6.74,707.38,22.57,51.37
Peas & Beans (Pulses),21.17,43.42,31.07,6.62,485.56,17.09,51.54
Peas & Beans (Pulses),21.36,48.37,38.9,7.2,581.34,22.56,53.49
Peas & Beans (Pulses),25.23,42.94,37.97,6.63,428.48,15.59,58.26
Peas & Beans (Pulses),26.66,44.65,36.83,6.55,645.91,17.2,66.43
Peas & Beans (Pulses),29.79,41.01,39.73,6.99,628.69,23.24,62.78
Peas & Beans (Pulses),21.43,43.0,39.62,7.42,697.72,15.02,54.05
Peas & Beans (Pulses),27.04,40.15,36.14,6.44,649.19,21.88,51.38
Potato,146.43,52.68,138.72,5.92,839.82,19.82,63.49
Potato,144.34,53.81,120.76,5.04,612.05,24.5,77.01
Potato,100.78,52.51,113.82,5.33,1075.36,20.22,79.07
Potato,135.72,57.6,149.54,5.41,840.85,18.69,75.53
Potato,139.49,59.17,142.36,5.31,828.65,24.9,60.71
Potato,119.85,51.7,122.48,5.41,1021.77,15.08,65.32
Potato,129.28,52.38,104.07,5.16,997.53,17.54,67.3
Potato,131.04,51.54,133.61,5.42,922.13,21.84,61.67
Potato,114.39,51.33,102.76,5.84,634.66,24.52,69.4
Potato,108.46,55.24,132.92,5.07,1146.86,24.86,61.78
Potato,102.48,59.25,133.23,6.47,688.44,15.8,74.16
Potato,132.37,57.7,138.72,6.0,633.04,17.21,62.0
Potato,107.97,58.59,124.83,6.42,1198.51,15.65,70.51
Potato,114.12,51.72,114.21,5.65,1195.87,15.22,66.69
Potato,149.18,58.31,121.34,5.48,1145.68,22.68,76.14
Potato,115.67,50.86,107.2,5.47,862.46,20.66,60.8
Potato,104.57,52.73,128.94,5.21,703.69,22.74,65.21
Potato,122.11,51.8,101.92,5.53,951.49,16.16,60.73
Potato,123.62,53.63,111.76,5.05,857.21,22.54,75.2
Potato,140.67,55.8,132.07,6.46,995.58,22.81,71.32
Potato,124.16,51.43,140.07,5.32,1198.16,24.12,62.12
Potato,113.36,55.7,129.35,6.16,683.08,20.38,63.41
Potato,104.09,53.88,102.08,5.59,806.2,20.63,76.66
Potato,112.68,51.61,149.82,6.33,706.39,23.67,62.75
Potato,125.77,51.97,108.56,5.5,1098.44,23.75,61.23
Potato,144.77,50.33,103.39,5.87,674.19,18.58,70.79
Potato,108.14,50.74,132.75,5.07,897.83,18.45,78.77
Potato,105.45,56.59,114.77,5.79,893.98,20.84,69.98
Potato,120.55,58.99,126.23,5.71,950.76,17.5,73.73
Potato,138.19,55.16,147.13,6.0,722.4,24.73,61.51
Potato,122.04,56.1,119.86,5.22,1015.0,22.03,72.62
Potato,107.97,55.0,144.68,5.13,705.53,16.52,68.37
Potato,130.44,57.8,130.48,6.01,952.48,15.25,68.56
Potato,120.09,57.22,112.42,6.21,1136.03,21.94,74.39
Potato,118.84,55.99,139.04,5.1,1097.77,19.79,74.37
Potato,106.81,51.71,107.91,5.98,1125.02,24.71,64.57
Potato,126.6,54.66,109.48,6.01,1004.74,21.01,62.01
Potato,110.15,52.32,104.07,6.47,1152.97,16.71,68.44
Potato,136.38,51.36,103.53,5.25,787.72,15.14,75.14
Potato,104.41,54.43,134.62,6.11,1127.12,21.42,71.84
Potato,144.25,51.96,113.47,6.39,833.75,22.6,61.03
Potato,120.17,52.14,100.97,5.41,1134.93,22.06,66.72
Potato,100.25,50.08,129.62,6.3,984.15,18.79,74.29
Potato,121.69,59.0,132.78,5.1,1115.44,22.74,62.45
Potato,104.66,51.01,109.99,5.63,1157.34,16.64,72.7
Potato,138.33,59.64,146.31,5.28,1146.24,20.2,74.23
Potato,149.57,51.97,102.65,6.09,797.24,15.02,65.89
Potato,105.42,53.41,127.41,5.35,694.1,24.18,77.42
Potato,109.08,51.41,105.93,6.29,698.29,22.51,76.08
Potato,124.31,58.29,147.62,5.27,923.77,16.48,73.46
Potato,114.47,56.31,100.34,5.98,623.97,20.44,76.96
Potato,140.63,50.01,138.46,5.03,1137.54,22.46,77.45
Potato,139.35,51.79,118.87,5.68,1112.44,17.37,79.47
Potato,142.11,55.78,128.33,5.61,1088.54,21.27,60.58
Potato,127.89,50.98,126.07,6.22,936.85,18.12,62.16
Potato,109.31,58.67,133.59,5.87,840.08,23.87,79.97
Potato,117.51,51.8,140.48,5.14,750.3,24.83,77.18
Potato,117.41,50.39,147.73,6.4,707.92,18.57,66.89
Potato,116.39,56.88,105.17,6.37,1169.0,19.08,68.96
Potato,139.07,58.9,132.78,5.61,648.06,23.83,65.72
Potato,148.81,52.27,125.9,5.4,613.56,22.07,65.36
Potato,114.3,54.36,128.26,5.36,1056.88,15.87,62.27
Potato,117.88,50.81,132.28,5.11,1146.18,16.25,77.22
Potato,131.07,52.87,132.35,6.12,793.48,15.99,77.58
Potato,127.33,53.08,105.99,5.56,1028.4,21.42,68.73
Potato,145.38,51.93,136.41,6.39,621.48,23.04,64.91
Potato,129.11,58.13,145.06,5.39,1024.51,17.97,77.98
Potato,110.34,51.13,130.78,5.65,672.23,20.01,75.1
Potato,130.82,52.33,135.01,6.49,1159.65,15.99,66.16
Potato,104.16,53.23,105.63,5.41,1151.88,19.83,67.65
Potato,101.48,53.77,126.4,5.17,1126.13,24.75,78.12
Potato,109.25,54.56,146.62,5.74,831.72,16.36,79.53
Potato,119.15,51.56,148.52,5.4,949.77,21.35,67.91
Potato,109.83,56.5,148.06,6.37,943.97,19.22,71.01
Potato,116.36,57.66,133.45,6.33,907.7,18.47,74.66
Potato,108.46,52.95,140.89,5.55,1136.1,15.31,71.28
Potato,145.37,54.29,102.54,5.47,762.98,16.2,64.79
Potato,136.38,58.57,113.95,6.28,1117.06,21.0,61.94
Potato,133.0,50.12,138.64,5.67,980.68,17.36,74.96
Potato,107.19,52.23,105.93,5.15,771.51,24.53,68.36
Potato,104.47,57.77,114.13,6.04,719.11,20.48,78.75
Potato,104.03,56.52,137.55,5.43,1027.34,22.38,60.18
Potato,128.36,51.88,144.63,5.65,677.64,21.03,74.53
Potato,107.44,59.94,109.18,6.34,627.23,17.81,71.97
Potato,129.29,57.94,140.43,5.81,644.42,18.94,79.13
Potato,102.56,54.65,140.4,5.73,835.58,24.43,77.65
Potato,108.83,54.17,143.11,5.09,1127.28,21.88,74.92
Potato,119.01,56.2,127.08,6.31,804.18,23.59,63.98
Potato,100.55,54.5,130.28,5.72,864.69,24.42,74.63
Potato,101.56,50.1,129.6,6.2,1064.27,16.39,74.25
Potato,147.95,58.48,120.0,5.58,906.4,20.82,63.18
Potato,130.37,52.74,139.89,6.48,1170.33,19.4,75.09
Potato,134.63,54.0,114.45,5.29,1034.78,21.13,77.82
Potato,130.8,56.69,107.83,5.67,678.84,16.57,79.78
Potato,101.56,54.44,118.3,5.48,634.49,24.4,72.54
Potato,107.71,50.36,125.05,5.92,1065.97,15.28,77.82
Potato,129.6,51.52,113.14,6.31,601.44,24.26,79.37
Potato,124.27,58.57,117.46,6.05,787.52,24.55,71.77
Potato,131.24,53.77,140.78,5.61,1172.41,19.98,65.8
Potato,121.6,57.05,130.4,6.36,965.6,17.16,75.92
Potato,135.03,55.9,108.31,6.41,876.36,17.42,68.57
Potato,112.49,53.83,131.68,6.01,818.18,23.98,78.4
Potato,103.02,54.35,126.28,5.17,1051.53,18.21,63.09
Potato,138.97,59.62,104.26,6.16,1096.16,24.08,61.38
Potato,118.08,58.98,105.59,5.82,689.42,20.46,65.68
Potato,127.01,58.85,142.25,6.27,925.45,24.19,61.26
Potato,125.31,53.68,139.06,5.17,1195.1,18.96,75.26
Potato,102.75,57.2,107.88,5.81,694.98,19.98,65.27
Potato,130.44,51.32,131.57,5.94,1148.93,16.75,67.79
Potato,126.19,54.32,139.91,5.72,1159.84,19.7,64.8
Potato,129.88,51.01,141.56,6.45,989.17,18.84,62.75
Potato,122.18,50.27,125.23,6.5,827.35,24.69,64.15
Potato,126.77,51.14,146.92,5.36,967.74,23.5,61.12
Potato,113.25,56.6,108.99,6.24,867.64,21.11,77.38
Potato,103.37,53.54,112.77,6.42,859.11,19.92,75.56
Potato,101.79,57.84,149.92,6.0,768.99,19.98,74.86
Potato,108.19,56.11,100.22,5.41,1112.45,22.58,63.34
Potato,116.63,58.56,100.41,5.73,1136.78,19.47,76.51
Potato,127.58,53.17,136.1,5.88,872.63,21.49,61.38
Potato,123.9,52.49,116.03,6.24,663.38,24.99,68.77
Potato,138.63,59.76,102.82,6.45,602.26,16.27,60.51
Potato,121.91,52.94,135.29,5.93,1072.96,22.63,60.85
Potato,106.03,57.46,111.8,5.69,737.43,24.73,62.72
Potato,131.65,50.18,131.51,6.14,631.8,23.03,73.0
Potato,115.44,57.64,122.25,6.35,793.25,17.08,74.42
Potato,146.25,52.37,136.59,5.42,739.17,15.73,73.73
Potato,140.38,55.37,106.3,6.43,886.51,19.41,62.16
Potato,148.01,57.95,126.11,5.35,967.37,19.79,78.07
Potato,138.82,58.38,122.74,5.92,664.62,22.92,71.42
Potato,105.93,57.29,134.58,6.47,949.04,15.4,69.29
Potato,110.42,52.39,128.05,6.3,840.02,15.46,66.86
Potato,120.85,51.58,131.9,5.68,845.92,24.6,60.15
Potato,118.79,53.46,148.29,6.1,1045.11,21.04,63.95
Potato,139.16,58.25,144.46,5.42,795.34,17.49,60.85
Potato,122.91,59.58,124.94,5.88,892.08,20.94,66.71
Potato,123.66,58.52,113.61,6.46,981.28,17.37,76.05
Potato,119.87,53.29,113.09,6.37,834.48,24.65,73.0
Potato,133.13,58.13,145.64,5.72,1000.36,18.47,69.44
Potato,125.33,55.54,108.92,5.22,817.75,19.37,61.67
